province,district,source_file,animal_types,restriction_type,matched_line,context_snippet
muş,bitlis,100binlik/muş-bitlis-van.txt,besicilik,application_rejected,"4.29. Çayır ve Mera Alanları: 4342 sayılı “Mera Kanunu” kapsamında yer alan, hayvanların otlatılması ve otundan yararlanılması için tahsis edilen ya da bu amaçla kullanılabilecek alanlardır.","4.27.4. Dikili Tarım Arazisi: Mutlak ve özel ürün arazileri dışında kalan ve üzerinde yöre ekolojisine uygun çok yıllık ağaç, ağaççık ve çalı formundaki bitkilerin tarımı yapılan, ülkesel, bölgesel veya yerel önemi bulunan arazilerdir.
4.28. Tarımsal Amaçlı Yapılar: Toprak koruma ve sulamaya yönelik altyapı tesisleri, entegre nitelikte olmayan besicilik ve su ürünleri üretim ve muhafaza tesisleri ile zorunlu olarak tesis edilmesi gerekli olan müştemilatlar, mandıralar, üreticinin bitkisel üretime bağlı olarak elde ettiği ürünü için ihtiyaç duyacağı yeterli boyut ve hacimde depolar, un değirmeni, tarım alet ve makinelerinin muhafazasında kullanılan sundurma ve çiftlik atölyeleri, seralar, yöresel nitelik taşıyan tarımsal ürünlerden, özelliği nedeniyle, hasattan sonra iki saat içinde işlenmediği taktirde ürün kalitesi ve besin değerinin kaybolmasının söz konusu olduğu ürünlerin işlenmesi ve depolanması için kurulan tesisler ile Tarım ve Köy İşleri Bakanlığı tarafından tarımsal amaçlı olduğu kabul edilen, entegre nitelikte olmayan tesislerdir.
4.29. Çayır ve Mera Alanları: 4342 sayılı “Mera Kanunu” kapsamında yer alan, hayvanların otlatılması ve otundan yararlanılması için tahsis edilen ya da bu amaçla kullanılabilecek alanlardır.

5. ÇEVRE DÜZENİ PLANI GENEL İLKELERİ"
muş,bitlis,100binlik/muş-bitlis-van.txt,general,application_rejected,"5.2.6. Tarımsal üretim ve hayvancılığın desteklenmesi, geliştirilmesi.","5.2. Geliştirme İlkeleri:
5.2.2. Tüm gelişme alanlarının doğal eşikler dikkate alınarak, verimli tarım alanlarına ve doğal kaynak değerlerine zarar vermeyecek biçimde geliştirilmesi.
5.2.6. Tarımsal üretim ve hayvancılığın desteklenmesi, geliştirilmesi.
5.2.7. 4342 sayılı Mera Kanunu kapsamında kalan alanlarda ilgili mevzuat kapsamında; belirlenecek kurallara uygun bir şekilde kullandırılmasını, bakım ve ıslahının yapılarak verimliliklerinin artırılmasını ve sürdürülmesini, kullanımlarının sürekli olarak denetlenmesi.
5.3. Planlama İlkeleri:"
muş,bitlis,100binlik/muş-bitlis-van.txt,büyükbaş;kanatlı;küçükbaş,application_rejected,"7.5.7. Bu planda 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanunu kapsamındaki tarım arazilerinde (özel ürün arazileri, dikili tarım arazileri, örtü altı tarım alanları, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan alanlar hariç) yapılacak olan tarım ve hayvancılık amaçlı yapılara ilişkin;","7.5.5. Tarımsal amaçlı yapılar kullanım amacı dışında kullanılamaz ve dönüştürülemez.
7.5.6. Bu planda tarım alanı olarak belirlenmiş olan alanlar ile tarım alanlarının kullanım ve yapılaşma koşullarının geçerli olduğu alanlarda, bu plan ile belirlenmiş olan yapılanma koşulları maksimum değerlerdir. Bu değerler, yetiştirilen ürün ve toprak özelliklerine bağlı olarak, gerekiyorsa belirli kesimlerde alt ölçekli plan kararları ile sınırlandırılabilir.
7.5.7. Bu planda 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanunu kapsamındaki tarım arazilerinde (özel ürün arazileri, dikili tarım arazileri, örtü altı tarım alanları, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan alanlar hariç) yapılacak olan tarım ve hayvancılık amaçlı yapılara ilişkin;
7.5.7.1. Tarımsal amaçlı yapılarda Mutlak Tarım Arazilerinde E = 0,20’yi, Marjinal Tarım Arazilerinde E = 0,30 ‘u geçmemek, ilgili kurum ve kuruluşların görüşlerine uyulmak kaydı ile ilgili idaresince, bu planda değişikliğine gerek olmaksızın, 3194 sayılı İmar Kanunu kapsamında işlem tesis edilir.
7.5.7.2. T.C. Tarım ve Orman Bakanlığı ilgili Bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetlerde, tarımsal amaçlı yapı yapılması durumunda (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler, kırsal kalkınma yatırımlarının desteklenmesi programı kapsamında uygulanacak projeler gibi) ve şahısların süt inekçiliği ve besi hayvancılığı ile ilgili yapacakları en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımları ile hastalıktan ari işletme sertifikasına sahip işletmelerin yatırımlarında ve işletme projesi olup il/ilçe tarım ve orman müdürlüğüne, hastalıktan ari işletme sertifikası için dilekçe ile birlikte arilik sertifikası alacağına dair taahhütname veren yeni işletme yatırımlarında 7.5.7.1 Maddesinde belirtilen yapılaşma Emsal Değerleri (E) %50 oranında arttırılabilir."
muş,bitlis,100binlik/muş-bitlis-van.txt,büyükbaş;kanatlı;küçükbaş,prohibition,"7.5.7.2. T.C. Tarım ve Orman Bakanlığı ilgili Bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetlerde, tarımsal amaçlı yapı yapılması durumunda (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler, kırsal kalkınma yatırımlarının desteklenmesi programı kapsamında uygulanacak projeler gibi) ve şahısların süt inekçiliği ve besi hayvancılığı ile ilgili yapacakları en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımları ile hastalıktan ari işletme sertifikasına sahip işletmelerin yatırımlarında ve işletme projesi olup il/ilçe tarım ve orman müdürlüğüne, hastalıktan ari işletme sertifikası için dilekçe ile birlikte arilik sertifikası alacağına dair taahhütname veren yeni işletme yatırımlarında 7.5.7.1 Maddesinde belirtilen yapılaşma Emsal Değerleri (E) %50 oranında arttırılabilir.","7.5.7. Bu planda 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanunu kapsamındaki tarım arazilerinde (özel ürün arazileri, dikili tarım arazileri, örtü altı tarım alanları, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan alanlar hariç) yapılacak olan tarım ve hayvancılık amaçlı yapılara ilişkin;
7.5.7.1. Tarımsal amaçlı yapılarda Mutlak Tarım Arazilerinde E = 0,20’yi, Marjinal Tarım Arazilerinde E = 0,30 ‘u geçmemek, ilgili kurum ve kuruluşların görüşlerine uyulmak kaydı ile ilgili idaresince, bu planda değişikliğine gerek olmaksızın, 3194 sayılı İmar Kanunu kapsamında işlem tesis edilir.
7.5.7.2. T.C. Tarım ve Orman Bakanlığı ilgili Bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetlerde, tarımsal amaçlı yapı yapılması durumunda (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler, kırsal kalkınma yatırımlarının desteklenmesi programı kapsamında uygulanacak projeler gibi) ve şahısların süt inekçiliği ve besi hayvancılığı ile ilgili yapacakları en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımları ile hastalıktan ari işletme sertifikasına sahip işletmelerin yatırımlarında ve işletme projesi olup il/ilçe tarım ve orman müdürlüğüne, hastalıktan ari işletme sertifikası için dilekçe ile birlikte arilik sertifikası alacağına dair taahhütname veren yeni işletme yatırımlarında 7.5.7.1 Maddesinde belirtilen yapılaşma Emsal Değerleri (E) %50 oranında arttırılabilir.
7.5.7.3. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda dikili, özel ürün, fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
7.5.8. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununun Geçici 1. ve Geçici 4. maddeleri kapsamına giren arazilerde ve 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanunu kapsamı dışında kalan alanlarda marjinal tarım araziler hükümleri geçerlidir."
muş,bitlis,100binlik/muş-bitlis-van.txt,büyükbaş;kanatlı;küçükbaş,prohibition,"7.5.7.3. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda dikili, özel ürün, fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.","7.5.7.1. Tarımsal amaçlı yapılarda Mutlak Tarım Arazilerinde E = 0,20’yi, Marjinal Tarım Arazilerinde E = 0,30 ‘u geçmemek, ilgili kurum ve kuruluşların görüşlerine uyulmak kaydı ile ilgili idaresince, bu planda değişikliğine gerek olmaksızın, 3194 sayılı İmar Kanunu kapsamında işlem tesis edilir.
7.5.7.2. T.C. Tarım ve Orman Bakanlığı ilgili Bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetlerde, tarımsal amaçlı yapı yapılması durumunda (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler, kırsal kalkınma yatırımlarının desteklenmesi programı kapsamında uygulanacak projeler gibi) ve şahısların süt inekçiliği ve besi hayvancılığı ile ilgili yapacakları en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımları ile hastalıktan ari işletme sertifikasına sahip işletmelerin yatırımlarında ve işletme projesi olup il/ilçe tarım ve orman müdürlüğüne, hastalıktan ari işletme sertifikası için dilekçe ile birlikte arilik sertifikası alacağına dair taahhütname veren yeni işletme yatırımlarında 7.5.7.1 Maddesinde belirtilen yapılaşma Emsal Değerleri (E) %50 oranında arttırılabilir.
7.5.7.3. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda dikili, özel ürün, fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
7.5.8. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununun Geçici 1. ve Geçici 4. maddeleri kapsamına giren arazilerde ve 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanunu kapsamı dışında kalan alanlarda marjinal tarım araziler hükümleri geçerlidir.
7.5.9. Tarım alanlarında yapılacak tarımsal amaçlı yapılar için bu plan ile verilmiş olan yapılanma koşullarını aşılmamak kaydıyla, 3194 sayılı İmar Kanunu “Plansız Alanlar Yönetmeliği”nin 6. Bölüm’ünde belirtilen esaslara uyulur."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,prohibition,"7.6.1. Mutlak Tarım Arazileri: Bu alanlarda; tarımsal amaçlı yapılar 4.28 maddesindeki tanım çerçevesinde yapılabilir. Emsal (E): 0,20’dir. Çiftçinin barınabileceği yapı emsale dahi olup, yapının inşaat alanı 75 m2’yi geçemez. Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan mutlak tarım arazilerinde 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.","7.6. Tarım Alanlarında Yapılanma Koşulları
7.6.1. Mutlak Tarım Arazileri: Bu alanlarda; tarımsal amaçlı yapılar 4.28 maddesindeki tanım çerçevesinde yapılabilir. Emsal (E): 0,20’dir. Çiftçinin barınabileceği yapı emsale dahi olup, yapının inşaat alanı 75 m2’yi geçemez. Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan mutlak tarım arazilerinde 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
7.6.2. Marjinal Tarım Arazileri: Bu alanlarda, tarımsal amaçlı yapılar 4.28 maddesindeki tanım çerçevesinde yapılabilir. E(emsal) = 0.30’dur. Çiftçinin barınabileceği yapı emsale dahi olup, yapının inşaat alanı 150 m2’yi geçemez.
Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan marjinal tarım arazilerinde 3194 Sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,prohibition,"Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan marjinal tarım arazilerinde 3194 Sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.","7.6.1. Mutlak Tarım Arazileri: Bu alanlarda; tarımsal amaçlı yapılar 4.28 maddesindeki tanım çerçevesinde yapılabilir. Emsal (E): 0,20’dir. Çiftçinin barınabileceği yapı emsale dahi olup, yapının inşaat alanı 75 m2’yi geçemez. Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan mutlak tarım arazilerinde 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
7.6.2. Marjinal Tarım Arazileri: Bu alanlarda, tarımsal amaçlı yapılar 4.28 maddesindeki tanım çerçevesinde yapılabilir. E(emsal) = 0.30’dur. Çiftçinin barınabileceği yapı emsale dahi olup, yapının inşaat alanı 150 m2’yi geçemez.
Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan marjinal tarım arazilerinde 3194 Sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
7.6.3. Özel Ürün Arazileri: Bu alanlarda, 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez. Çiftçinin barınabileceği yapı emsale dahil olup, İnşaat alanı 75 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,10’dur.
7.6.4. Dikili Tarım Arazileri: Bu alanlarda; 7.6.3. maddesindeki koşullar geçerlidir."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,prohibition,"7.6.3. Özel Ürün Arazileri: Bu alanlarda, 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez. Çiftçinin barınabileceği yapı emsale dahil olup, İnşaat alanı 75 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,10’dur.","7.6.2. Marjinal Tarım Arazileri: Bu alanlarda, tarımsal amaçlı yapılar 4.28 maddesindeki tanım çerçevesinde yapılabilir. E(emsal) = 0.30’dur. Çiftçinin barınabileceği yapı emsale dahi olup, yapının inşaat alanı 150 m2’yi geçemez.
Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan marjinal tarım arazilerinde 3194 Sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
7.6.3. Özel Ürün Arazileri: Bu alanlarda, 3194 sayılı İmar Kanununun 27.maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez. Çiftçinin barınabileceği yapı emsale dahil olup, İnşaat alanı 75 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,10’dur.
7.6.4. Dikili Tarım Arazileri: Bu alanlarda; 7.6.3. maddesindeki koşullar geçerlidir."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,application_rejected,7.7. Organize Tarım/Hayvancılık Bölgeleri,"7.6.4. Dikili Tarım Arazileri: Bu alanlarda; 7.6.3. maddesindeki koşullar geçerlidir.

7.7. Organize Tarım/Hayvancılık Bölgeleri
Tarım ve hayvancılığın desteklenmesine yönelik olarak; bölgesel tarım ürünlerinin değerlendirilmesine ve korunmasını teminen entegre tesislerin yer alabileceği “Organize Tarım/Hayvancılık Bölgesi” yer seçimi, planda tanımlanan alanlar dikkate alınarak, ilgili İl Özel İdaresinin koordinatörlüğünde, ilgili kurumların katılımıyla oluşturulacak komisyon marifetiyle yapılabilir. Bu alanlara ilişkin yapılaşma koşulları, tesis türleri, teknoloji ve yöresel özellikler dikkate ilgili kurum ve kuruluşların görüşü alınarak nazım ve uygulama imar planlarında belirlenecektir. Seçilmiş alanlara ilişkin onaylanan planlar sayısal ortamda veri tabanına işlenmek üzere Bakanlığa gönderilir.
Bu alanlar içerisinde; tarımsal amaçlı yapılar ile hububat, meyve ve sebze üretimi için uygun tarım alanları, sebze ve çiçek yetiştiriciliği için seralar, mantarcılık, hayvancılık ve et entegre tesisleri, otlaklar, tarımsal işletmeler, tarımsal ürün paketleme tesisleri, meyve işleme tesisleri, soğuk hava depoları, yem depoları, tarımsal işletmelerinin ön arıtma yada toplu arıtma tesisleri, organik atıkların geri dönüşüm tesisleri, hayvan klinikleri, kireçli ölü hayvan gömü çukurları, tarımsal araç-gereç parkları, tarımsal ürün pazarlama hizmetleri, ürün borsası, tarımsal eğitim merkezleri, tarımsal Ar-Ge ve laboratuar alanları gibi Tarım ve Köyişleri Bakanlığının bölge stratejisine uygun ve olumlu görüş verebileceği tesisler yer alabilir. Bu alandaki yapılanma koşulları “Tarıma Dayalı İhtisas Organize Sanayi Bölgeleri Uygulama Yönetmeliği” esaslarına uyularak alt ölçekli planlarda belirlenecektir."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,application_rejected,"Tarım ve hayvancılığın desteklenmesine yönelik olarak; bölgesel tarım ürünlerinin değerlendirilmesine ve korunmasını teminen entegre tesislerin yer alabileceği “Organize Tarım/Hayvancılık Bölgesi” yer seçimi, planda tanımlanan alanlar dikkate alınarak, ilgili İl Özel İdaresinin koordinatörlüğünde, ilgili kurumların katılımıyla oluşturulacak komisyon marifetiyle yapılabilir. Bu alanlara ilişkin yapılaşma koşulları, tesis türleri, teknoloji ve yöresel özellikler dikkate ilgili kurum ve kuruluşların görüşü alınarak nazım ve uygulama imar planlarında belirlenecektir. Seçilmiş alanlara ilişkin onaylanan planlar sayısal ortamda veri tabanına işlenmek üzere Bakanlığa gönderilir.","7.7. Organize Tarım/Hayvancılık Bölgeleri
Tarım ve hayvancılığın desteklenmesine yönelik olarak; bölgesel tarım ürünlerinin değerlendirilmesine ve korunmasını teminen entegre tesislerin yer alabileceği “Organize Tarım/Hayvancılık Bölgesi” yer seçimi, planda tanımlanan alanlar dikkate alınarak, ilgili İl Özel İdaresinin koordinatörlüğünde, ilgili kurumların katılımıyla oluşturulacak komisyon marifetiyle yapılabilir. Bu alanlara ilişkin yapılaşma koşulları, tesis türleri, teknoloji ve yöresel özellikler dikkate ilgili kurum ve kuruluşların görüşü alınarak nazım ve uygulama imar planlarında belirlenecektir. Seçilmiş alanlara ilişkin onaylanan planlar sayısal ortamda veri tabanına işlenmek üzere Bakanlığa gönderilir.
Bu alanlar içerisinde; tarımsal amaçlı yapılar ile hububat, meyve ve sebze üretimi için uygun tarım alanları, sebze ve çiçek yetiştiriciliği için seralar, mantarcılık, hayvancılık ve et entegre tesisleri, otlaklar, tarımsal işletmeler, tarımsal ürün paketleme tesisleri, meyve işleme tesisleri, soğuk hava depoları, yem depoları, tarımsal işletmelerinin ön arıtma yada toplu arıtma tesisleri, organik atıkların geri dönüşüm tesisleri, hayvan klinikleri, kireçli ölü hayvan gömü çukurları, tarımsal araç-gereç parkları, tarımsal ürün pazarlama hizmetleri, ürün borsası, tarımsal eğitim merkezleri, tarımsal Ar-Ge ve laboratuar alanları gibi Tarım ve Köyişleri Bakanlığının bölge stratejisine uygun ve olumlu görüş verebileceği tesisler yer alabilir. Bu alandaki yapılanma koşulları “Tarıma Dayalı İhtisas Organize Sanayi Bölgeleri Uygulama Yönetmeliği” esaslarına uyularak alt ölçekli planlarda belirlenecektir.
Bu alanlar, Tarıma Dayalı İhtisas OSB Uygulama Yönetmeliği çerçevesinde yer seçimine konu yapılması halinde çevre düzeni planı değişikliğine gerek olmaksızın, alt ölçekli planları yapılmak suretiyle Tarıma Dayalı İhtisas OSB olarak kullanılabilir."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,application_rejected,"Bu alanlar içerisinde; tarımsal amaçlı yapılar ile hububat, meyve ve sebze üretimi için uygun tarım alanları, sebze ve çiçek yetiştiriciliği için seralar, mantarcılık, hayvancılık ve et entegre tesisleri, otlaklar, tarımsal işletmeler, tarımsal ürün paketleme tesisleri, meyve işleme tesisleri, soğuk hava depoları, yem depoları, tarımsal işletmelerinin ön arıtma yada toplu arıtma tesisleri, organik atıkların geri dönüşüm tesisleri, hayvan klinikleri, kireçli ölü hayvan gömü çukurları, tarımsal araç-gereç parkları, tarımsal ürün pazarlama hizmetleri, ürün borsası, tarımsal eğitim merkezleri, tarımsal Ar-Ge ve laboratuar alanları gibi Tarım ve Köyişleri Bakanlığının bölge stratejisine uygun ve olumlu görüş verebileceği tesisler yer alabilir. Bu alandaki yapılanma koşulları “Tarıma Dayalı İhtisas Organize Sanayi Bölgeleri Uygulama Yönetmeliği” esaslarına uyularak alt ölçekli planlarda belirlenecektir.","7.7. Organize Tarım/Hayvancılık Bölgeleri
Tarım ve hayvancılığın desteklenmesine yönelik olarak; bölgesel tarım ürünlerinin değerlendirilmesine ve korunmasını teminen entegre tesislerin yer alabileceği “Organize Tarım/Hayvancılık Bölgesi” yer seçimi, planda tanımlanan alanlar dikkate alınarak, ilgili İl Özel İdaresinin koordinatörlüğünde, ilgili kurumların katılımıyla oluşturulacak komisyon marifetiyle yapılabilir. Bu alanlara ilişkin yapılaşma koşulları, tesis türleri, teknoloji ve yöresel özellikler dikkate ilgili kurum ve kuruluşların görüşü alınarak nazım ve uygulama imar planlarında belirlenecektir. Seçilmiş alanlara ilişkin onaylanan planlar sayısal ortamda veri tabanına işlenmek üzere Bakanlığa gönderilir.
Bu alanlar içerisinde; tarımsal amaçlı yapılar ile hububat, meyve ve sebze üretimi için uygun tarım alanları, sebze ve çiçek yetiştiriciliği için seralar, mantarcılık, hayvancılık ve et entegre tesisleri, otlaklar, tarımsal işletmeler, tarımsal ürün paketleme tesisleri, meyve işleme tesisleri, soğuk hava depoları, yem depoları, tarımsal işletmelerinin ön arıtma yada toplu arıtma tesisleri, organik atıkların geri dönüşüm tesisleri, hayvan klinikleri, kireçli ölü hayvan gömü çukurları, tarımsal araç-gereç parkları, tarımsal ürün pazarlama hizmetleri, ürün borsası, tarımsal eğitim merkezleri, tarımsal Ar-Ge ve laboratuar alanları gibi Tarım ve Köyişleri Bakanlığının bölge stratejisine uygun ve olumlu görüş verebileceği tesisler yer alabilir. Bu alandaki yapılanma koşulları “Tarıma Dayalı İhtisas Organize Sanayi Bölgeleri Uygulama Yönetmeliği” esaslarına uyularak alt ölçekli planlarda belirlenecektir.
Bu alanlar, Tarıma Dayalı İhtisas OSB Uygulama Yönetmeliği çerçevesinde yer seçimine konu yapılması halinde çevre düzeni planı değişikliğine gerek olmaksızın, alt ölçekli planları yapılmak suretiyle Tarıma Dayalı İhtisas OSB olarak kullanılabilir.
Bu alanlarda atık su arıtma tesisi gerektiren tesisleri için arıtma tesisi yapılması zorunludur. Bu alanlarda çevre sorunlarını önlemeye yönelik, her türde atığa ilişkin teknik altyapı önlemleri alınması zorunludur."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,prohibition,"Bu planda Mera olarak tanımlanan alanların, doğal karakteri korunacak alanlar olarak bütünlüklü korunması esastır. Alanların kullanımında 4342 sayılı “Mera Kanunu” ve “Mera Yönetmeliği”ne göre uygulama yapılacaktır. 7.8.1 maddesinde tanımlanan bölümler dışında, planda Mera olarak tanımlanmış alanlar ifraz edilemez, bu alanlarda yapı yapılamaz.","7.8. Çayır ve Mera Alanları
Bu planda Mera olarak tanımlanan alanların, doğal karakteri korunacak alanlar olarak bütünlüklü korunması esastır. Alanların kullanımında 4342 sayılı “Mera Kanunu” ve “Mera Yönetmeliği”ne göre uygulama yapılacaktır. 7.8.1 maddesinde tanımlanan bölümler dışında, planda Mera olarak tanımlanmış alanlar ifraz edilemez, bu alanlarda yapı yapılamaz.
7.8.1. Planda “mera” olarak gösterilmiş olan bölgelerde yer alan, üzerinde mera bitki örtüsü bulunmayan ve tarımsal amaçlarla kullanılmakta olan özel mülkiyetteki parsellerde, tarım arazi sınıfına göre Plan hükümlerinin 7.5 nolu maddesi hükümleri geçerlidir.
7.8.2. Bu planda hangi kullanımda kalırsa kalsın, mera kanununa tabii olduğu tespit edilen alanlarda Mera Kanunu hükümlerine uyulur."
muş,bitlis,100binlik/muş-bitlis-van.txt,general,prohibition,"7.9.1. Planda “fundalık alan” olarak gösterilmiş olan bölgelerde yer alan, üzerinde funda bitki örtüsü bulunmayan ve tarımsal amaçlarla kullanılmakta olan özel mülkiyetteki parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz. Müştemilat binaları belirlenmiş olan inşaat alanına dahil edilir.","7.9. Fundalık- Çalılık Alanlar
7.9.1. Planda “fundalık alan” olarak gösterilmiş olan bölgelerde yer alan, üzerinde funda bitki örtüsü bulunmayan ve tarımsal amaçlarla kullanılmakta olan özel mülkiyetteki parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz. Müştemilat binaları belirlenmiş olan inşaat alanına dahil edilir.

7.12. Doğal veya Ağaçlık Karakteri Korunacak Alanlar"
