province,district,area_type,restricted_besi_sigir,restricted_sut_sigir,restricted_kucukbas,restricted_kanatli,restricted_etlik_tavuk,restricted_gezen_tavuk,restricted_hindi,restricted_kaz_ordek,restricted_hara_at,restricted_pet_lab,source_file,source_line,evidence_text,note
Çorum,samsun,Koruma/Koruma Alanları;Sulama Alanları;Özel Ürün Arazileri,,,,,,,,,,,100binlik/çorum-samsun-tokat.txt,,"1.5.17.2.9 Silo, samanlık, yem deposu vb. yapıların yükseklikleri (hmax) ihtiyaç doğrultusunda İl Gıda, Tarım ve Hayvancılık İl Müdürlüğü’nün uygun görüşü alınarak belirlenir 1.5.17.2.7 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde “1.5.17.1 Tarım Arazileri (5403 Sayılı Toprak Koruma ve Arazi Kullanımı Kanununa Tabi Araziler)” başlığı altında yer alan plan hükümlerine uyulacaktır. 1.5.17.2.8 Bu arazilerde 5403 Sayılı Toprak Koruma ve Arazi Kullanımı Kanununa Tabi Arazilere ilişkin 1.5.17.1.12 numaralı plan hükmü uygulanamaz. 1.5.17.2.9 Silo, samanlık, yem deposu vb. yapıların yükseklikleri (hmax) ihtiyaç doğrultusunda İl Gıda, Tarım ve Hayvancılık İl Müdürlüğü’nün uygun görüşü alınarak belirlenir 1.5.17.2.10 Gıda, Tarım ve Hayvancılık Bakanlığınca ova sınırlarının tespit edilmesinin ardından ova sınırları içerisinde kaldığı tespit edilen alanlarda “1.5.17.1.11.2 Özel Ürün Arazileri” maddesinde yer alan hükümler uygulanacaktır. Bu alanlarda tarım ve hayvancılık geliştirme alanları yapılamaz.",
Çorum,samsun,Koruma/Koruma Alanları;Özel Ürün Arazileri,,,,,,,,,,,100binlik/çorum-samsun-tokat.txt,,"1.5.17.2.10 Gıda, Tarım ve Hayvancılık Bakanlığınca ova sınırlarının tespit edilmesinin ardından ova sınırları içerisinde kaldığı tespit edilen alanlarda “1.5.17.1.11.2 Özel Ürün Arazileri” maddesinde yer alan hükümler uygulanacaktır. Bu alanlarda tarım ve hayvancılık geliştirme alanları yapılamaz. 1.5.17.2.8 Bu arazilerde 5403 Sayılı Toprak Koruma ve Arazi Kullanımı Kanununa Tabi Arazilere ilişkin 1.5.17.1.12 numaralı plan hükmü uygulanamaz. 1.5.17.2.9 Silo, samanlık, yem deposu vb. yapıların yükseklikleri (hmax) ihtiyaç doğrultusunda İl Gıda, Tarım ve Hayvancılık İl Müdürlüğü’nün uygun görüşü alınarak belirlenir 1.5.17.2.10 Gıda, Tarım ve Hayvancılık Bakanlığınca ova sınırlarının tespit edilmesinin ardından ova sınırları içerisinde kaldığı tespit edilen alanlarda “1.5.17.1.11.2 Özel Ürün Arazileri” maddesinde yer alan hükümler uygulanacaktır. Bu alanlarda tarım ve hayvancılık geliştirme alanları yapılamaz.  1.5.23 YAYLA VE MERALAR",
Amasya,,Marjinal Tarım Arazileri;Mutlak Tarım Arazileri;Özel Ürün Arazileri,,,,,,,,,,,100binlik/amasya.txt,,"6.14.1.10. Tarım arazileri sınıflaması, Gıda, Tarım ve Hayvancılık Bakanlığı'nca yapılacak/yaptırılacaktır. Tarımsal nitelikli alanlarda, belirlenmiş/ belirlenecek tarım arazileri sınıflamalarına göre tarımsal amaçlı yapılaşmalar aşağıda belirlenen koşullara göre gerçekleştirilecektir. 6.14.1.8. 5403 sayılı Kanun’un Geçici 1. ve Geçici 4. maddeleri kapsamında değerlendirilen alanlarda ve 5403 sayılı Kanun kapsamında tarım dışı kullanım izni verilen tarım alanlarında, bu planın genel arazi kullanım kararlarına aykırı olmamak üzere, bu planın Marjinal Tarım Alanları’na ilişkin hükümleri uygulanır. 6.14.1.9. Su ürünleri üretim alanlarının yer seçiminde turizm alanları, kentsel alanlar, korunan alanlar vb. kullanım alanlarının olumsuz etkilenmemesi göz önüne alınarak yer seçimi yapılır. 6.14.1.10. Tarım arazileri sınıflaması, Gıda, Tarım ve Hayvancılık Bakanlığı'nca yapılacak/yaptırılacaktır. Tarımsal nitelikli alanlarda, belirlenmiş/ belirlenecek tarım arazileri sınıflamalarına göre tarımsal amaçlı yapılaşmalar aşağıda belirlenen koşullara göre gerçekleştirilecektir. 6.14.1.11. Mutlak Tarım Arazileri: Bu alanlarda; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahi olup, inşaat alanı 75 m2’yi geçemez. E(Emsal) = 0,10’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.12. Özel Ürün Arazileri: Bu alanlarda tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.",
Amasya,,Dikili Tarım Arazileri;Mutlak Tarım Arazileri;Özel Ürün Arazileri,,,,,,,,,,,100binlik/amasya.txt,,"6.14.1.11. Mutlak Tarım Arazileri: Bu alanlarda; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahi olup, inşaat alanı 75 m2’yi geçemez. E(Emsal) = 0,10’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.9. Su ürünleri üretim alanlarının yer seçiminde turizm alanları, kentsel alanlar, korunan alanlar vb. kullanım alanlarının olumsuz etkilenmemesi göz önüne alınarak yer seçimi yapılır. 6.14.1.10. Tarım arazileri sınıflaması, Gıda, Tarım ve Hayvancılık Bakanlığı'nca yapılacak/yaptırılacaktır. Tarımsal nitelikli alanlarda, belirlenmiş/ belirlenecek tarım arazileri sınıflamalarına göre tarımsal amaçlı yapılaşmalar aşağıda belirlenen koşullara göre gerçekleştirilecektir. 6.14.1.11. Mutlak Tarım Arazileri: Bu alanlarda; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahi olup, inşaat alanı 75 m2’yi geçemez. E(Emsal) = 0,10’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.12. Özel Ürün Arazileri: Bu alanlarda tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.13. Dikili Tarım Arazileri: Bu alanlarda; bu Planın Özel Ürün Arazileri için belirlenmiş yapılaşma koşulları geçerlidir.",
Amasya,,Dikili Tarım Arazileri;Marjinal Tarım Arazileri;Mutlak Tarım Arazileri;Özel Ürün Arazileri,,,,,,,,,,,100binlik/amasya.txt,,"6.14.1.12. Özel Ürün Arazileri: Bu alanlarda tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.10. Tarım arazileri sınıflaması, Gıda, Tarım ve Hayvancılık Bakanlığı'nca yapılacak/yaptırılacaktır. Tarımsal nitelikli alanlarda, belirlenmiş/ belirlenecek tarım arazileri sınıflamalarına göre tarımsal amaçlı yapılaşmalar aşağıda belirlenen koşullara göre gerçekleştirilecektir. 6.14.1.11. Mutlak Tarım Arazileri: Bu alanlarda; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahi olup, inşaat alanı 75 m2’yi geçemez. E(Emsal) = 0,10’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.12. Özel Ürün Arazileri: Bu alanlarda tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.13. Dikili Tarım Arazileri: Bu alanlarda; bu Planın Özel Ürün Arazileri için belirlenmiş yapılaşma koşulları geçerlidir. 6.14.1.14. Marjinal Tarım Arazileri: Marjinal tarım arazilerinde, tarımsal amaçlı yapılar yapılabilir. Tarımsal amaçlı yapılar için E(Emsal) = 0.30’dur. Çiftçinin barınabileceği yapının inşaat alanı 150 m2’yi geçemez. Bu yapılar, tarımsal amaçlı yapılar için belirlenmiş emsale dâhildir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.",
Amasya,,Dikili Tarım Arazileri;Koruma/Koruma Alanları;Marjinal Tarım Arazileri;Mutlak Tarım Arazileri;Sulama Alanları;Örtü Altı Tarım (Seralar);Özel Ürün Arazileri,evet,evet,evet,evet,,,,,,,100binlik/amasya.txt,,"6.14.1.14. Marjinal Tarım Arazileri: Marjinal tarım arazilerinde, tarımsal amaçlı yapılar yapılabilir. Tarımsal amaçlı yapılar için E(Emsal) = 0.30’dur. Çiftçinin barınabileceği yapının inşaat alanı 150 m2’yi geçemez. Bu yapılar, tarımsal amaçlı yapılar için belirlenmiş emsale dâhildir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.12. Özel Ürün Arazileri: Bu alanlarda tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.13. Dikili Tarım Arazileri: Bu alanlarda; bu Planın Özel Ürün Arazileri için belirlenmiş yapılaşma koşulları geçerlidir. 6.14.1.14. Marjinal Tarım Arazileri: Marjinal tarım arazilerinde, tarımsal amaçlı yapılar yapılabilir. Tarımsal amaçlı yapılar için E(Emsal) = 0.30’dur. Çiftçinin barınabileceği yapının inşaat alanı 150 m2’yi geçemez. Bu yapılar, tarımsal amaçlı yapılar için belirlenmiş emsale dâhildir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.15. 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanunu kapsamındaki tarım arazilerinde, T.C. Tarım ve Orman Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri, en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımları ile hastalıktan ari işletme sertifikasına sahip işletmelerin yatırımlarında ve işletme projesi olup İl/İlçe Tarım ve Orman Müdürlüğüne, hastalıktan ari işletme sertifikası için dilekçe ile birlikte arilik sertifikası alacağına dair taahhütname veren yeni işletme yatırımlarında (fiilen sulanan ya da sulama projesi kapsamında bulunan tarım arazileri, dikili tarım arazileri ve özel ürün arazileri haricinde) mutlak ve marjinal tarım arazileri için belirtilen yapılaşma emsali %50 oranında artırılabilir. 6.14.1.16. Tarım arazilerinde örtü altı tarım yapılması durumunda seralar emsale dâhil değildir.",
Amasya,,Dikili Tarım Arazileri;Koruma/Koruma Alanları;Marjinal Tarım Arazileri;Mutlak Tarım Arazileri;Sulama Alanları;Örtü Altı Tarım (Seralar);Özel Ürün Arazileri,evet,evet,evet,evet,,,,,,,100binlik/amasya.txt,,"6.14.1.15. 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanunu kapsamındaki tarım arazilerinde, T.C. Tarım ve Orman Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri, en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımları ile hastalıktan ari işletme sertifikasına sahip işletmelerin yatırımlarında ve işletme projesi olup İl/İlçe Tarım ve Orman Müdürlüğüne, hastalıktan ari işletme sertifikası için dilekçe ile birlikte arilik sertifikası alacağına dair taahhütname veren yeni işletme yatırımlarında (fiilen sulanan ya da sulama projesi kapsamında bulunan tarım arazileri, dikili tarım arazileri ve özel ürün arazileri haricinde) mutlak ve marjinal tarım arazileri için belirtilen yapılaşma emsali %50 oranında artırılabilir. 6.14.1.13. Dikili Tarım Arazileri: Bu alanlarda; bu Planın Özel Ürün Arazileri için belirlenmiş yapılaşma koşulları geçerlidir. 6.14.1.14. Marjinal Tarım Arazileri: Marjinal tarım arazilerinde, tarımsal amaçlı yapılar yapılabilir. Tarımsal amaçlı yapılar için E(Emsal) = 0.30’dur. Çiftçinin barınabileceği yapının inşaat alanı 150 m2’yi geçemez. Bu yapılar, tarımsal amaçlı yapılar için belirlenmiş emsale dâhildir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. 6.14.1.15. 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanunu kapsamındaki tarım arazilerinde, T.C. Tarım ve Orman Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri, en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımları ile hastalıktan ari işletme sertifikasına sahip işletmelerin yatırımlarında ve işletme projesi olup İl/İlçe Tarım ve Orman Müdürlüğüne, hastalıktan ari işletme sertifikası için dilekçe ile birlikte arilik sertifikası alacağına dair taahhütname veren yeni işletme yatırımlarında (fiilen sulanan ya da sulama projesi kapsamında bulunan tarım arazileri, dikili tarım arazileri ve özel ürün arazileri haricinde) mutlak ve marjinal tarım arazileri için belirtilen yapılaşma emsali %50 oranında artırılabilir. 6.14.1.16. Tarım arazilerinde örtü altı tarım yapılması durumunda seralar emsale dâhil değildir. 6.14.1.17. Bu planda tarım arazisi olarak gösterilmiş alanlarda mera vasıflı alanlar bulunması durumunda, bu alanlarda Çayır ve Mera Alanlarına ilişkin plan hükümleri doğrultusunda uygulama yapılır.",
Amasya,,Örtü Altı Tarım (Seralar);Özel Ürün Arazileri,,,,,,,,,,,100binlik/amasya.txt,,"6.14.1.18. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.1.16. Tarım arazilerinde örtü altı tarım yapılması durumunda seralar emsale dâhil değildir. 6.14.1.17. Bu planda tarım arazisi olarak gösterilmiş alanlarda mera vasıflı alanlar bulunması durumunda, bu alanlarda Çayır ve Mera Alanlarına ilişkin plan hükümleri doğrultusunda uygulama yapılır. 6.14.1.18. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.1.19. Silo, samanlık, yem deposu vb. yapıların yükseklikleri (Y.ençok) ihtiyaç doğrultusunda Gıda, Tarım ve Hayvancılık İl Müdürlüğü’nün uygun görüşü alınarak belirlenir. 6.14.1.20. Gıda, Tarım ve Hayvancılık Bakanlığınca ova sınırlarının tespit edilmesinin ardından ova sınırları içerisinde kaldığı tespit edilen alanlarda özel ürün arazilerine ilişkin hükümler uygulanacaktır. Bu alanlarda tarım ve hayvancılık geliştirme alanları yapılamaz.",
Amasya,,Özel Ürün Arazileri,,,,,,,,,,,100binlik/amasya.txt,,"6.14.1.19. Silo, samanlık, yem deposu vb. yapıların yükseklikleri (Y.ençok) ihtiyaç doğrultusunda Gıda, Tarım ve Hayvancılık İl Müdürlüğü’nün uygun görüşü alınarak belirlenir. 6.14.1.17. Bu planda tarım arazisi olarak gösterilmiş alanlarda mera vasıflı alanlar bulunması durumunda, bu alanlarda Çayır ve Mera Alanlarına ilişkin plan hükümleri doğrultusunda uygulama yapılır. 6.14.1.18. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.1.19. Silo, samanlık, yem deposu vb. yapıların yükseklikleri (Y.ençok) ihtiyaç doğrultusunda Gıda, Tarım ve Hayvancılık İl Müdürlüğü’nün uygun görüşü alınarak belirlenir. 6.14.1.20. Gıda, Tarım ve Hayvancılık Bakanlığınca ova sınırlarının tespit edilmesinin ardından ova sınırları içerisinde kaldığı tespit edilen alanlarda özel ürün arazilerine ilişkin hükümler uygulanacaktır. Bu alanlarda tarım ve hayvancılık geliştirme alanları yapılamaz.",
Amasya,,Sulama Alanları;Özel Ürün Arazileri,,,,,,,,,,,100binlik/amasya.txt,,"6.14.1.20. Gıda, Tarım ve Hayvancılık Bakanlığınca ova sınırlarının tespit edilmesinin ardından ova sınırları içerisinde kaldığı tespit edilen alanlarda özel ürün arazilerine ilişkin hükümler uygulanacaktır. Bu alanlarda tarım ve hayvancılık geliştirme alanları yapılamaz. 6.14.1.18. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.1.19. Silo, samanlık, yem deposu vb. yapıların yükseklikleri (Y.ençok) ihtiyaç doğrultusunda Gıda, Tarım ve Hayvancılık İl Müdürlüğü’nün uygun görüşü alınarak belirlenir. 6.14.1.20. Gıda, Tarım ve Hayvancılık Bakanlığınca ova sınırlarının tespit edilmesinin ardından ova sınırları içerisinde kaldığı tespit edilen alanlarda özel ürün arazilerine ilişkin hükümler uygulanacaktır. Bu alanlarda tarım ve hayvancılık geliştirme alanları yapılamaz.  6.14.2. 3083 Sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanununa Tabi Araziler",
Amasya,,Sulama Alanları,,,,,,,,,,,100binlik/amasya.txt,,"6.14.2.2. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın tasarrufunda bulunan tarım arazisi, tarım dışı amaçla kullanılamaz. 6.14.2. 3083 Sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanununa Tabi Araziler 6.14.2.1. Bu arazilerde yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır. 6.14.2.2. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın tasarrufunda bulunan tarım arazisi, tarım dışı amaçla kullanılamaz. 6.14.2.3. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.2.4. Bu arazilerde; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dâhil olup inşaat alanı 100 m2’yi geçemez. Tarımsal amaçlı yapılar için Maks. Emsal = 0,20’dir.",
Amasya,,Koruma/Koruma Alanları;Organize Tarım/Hayvancılık Alanları;Sulama Alanları,,,,,,,,,,,100binlik/amasya.txt,,"6.14.2.3. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.2.1. Bu arazilerde yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır. 6.14.2.2. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın tasarrufunda bulunan tarım arazisi, tarım dışı amaçla kullanılamaz. 6.14.2.3. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.2.4. Bu arazilerde; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dâhil olup inşaat alanı 100 m2’yi geçemez. Tarımsal amaçlı yapılar için Maks. Emsal = 0,20’dir. 6.14.2.5. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın, Organize Tarım ve Hayvancılık Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Gıda, Tarım ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla tarımsal amaçlı olduğu ilgili idaresince kabul edilen hayvancılık tesisleri yer alabilecek olup bu tesisler sonradan entegre tesise dönüştürülemez.",
Amasya,,Koruma/Koruma Alanları;Organize Tarım/Hayvancılık Alanları;Sulama Alanları,,,,,,,,,,,100binlik/amasya.txt,,"6.14.2.5. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın, Organize Tarım ve Hayvancılık Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Gıda, Tarım ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla tarımsal amaçlı olduğu ilgili idaresince kabul edilen hayvancılık tesisleri yer alabilecek olup bu tesisler sonradan entegre tesise dönüştürülemez. 6.14.2.3. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık, vb.) ve çiftçinin barınması amaçlı yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 6.14.2.4. Bu arazilerde; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dâhil olup inşaat alanı 100 m2’yi geçemez. Tarımsal amaçlı yapılar için Maks. Emsal = 0,20’dir. 6.14.2.5. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın, Organize Tarım ve Hayvancılık Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Gıda, Tarım ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla tarımsal amaçlı olduğu ilgili idaresince kabul edilen hayvancılık tesisleri yer alabilecek olup bu tesisler sonradan entegre tesise dönüştürülemez. 6.14.2.6. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, “5403 Sayılı Toprak Koruma ve Arazi Kullanımı Kanununa Tabi Araziler”e ilişkin plan hükümlerine uyulacaktır. 6.14.2.7. Bu arazilerde 5403 Sayılı Toprak Koruma ve Arazi Kullanımı Kanununa Tabi Arazilere ilişkin 6.14.1.15 numaralı plan hükümde belirtilen emsal artışı uygulaması yapılamaz.",
